Pub Date,Headline,Snippet,Lead Paragraph,abstract,Source,Web URL
2013-01-17T20:40:36+0000,Digital Notes: Amazon Enters Apple’s Phones to Compete on Music Downloads,Amazon has stepped up its competition against iTunes with a version of its MP3 store for Apple’s iPhones and iPod Touch devices.,Amazon has stepped up its competition against iTunes with a version of its MP3 store for Apple’s iPhones and iPod Touch devices.,Amazon has stepped up its competition against iTunes with a version of its MP3 store for Apple’s iPhones and iPod Touch devices.,The New York Times,https://mediadecoder.blogs.nytimes.com/2013/01/17/digital-notes-amazon-enters-apples-phones-to-compete-on-music-downloads/
2013-01-13T17:45:49+0000,Foxconn Begins Bribery Investigation,"The company, which makes the Apple iPhone and other popular products, said it was investigating whether its employees had accepted bribes from supply-chain partners.","SHANGHAI — Foxconn Technology, the huge contract electronics manufacturer that makes the Apple iPhone and other popular products, said that it was investigating whether its employees had accepted bribes from supply-chain partners.","The company, which makes the Apple iPhone and other popular products, said it was investigating whether its employees had accepted bribes from supply-chain partners.",The New York Times,https://www.nytimes.com/2013/01/14/business/global/foxconn-begins-bribery-investigation.html
2013-01-17T00:48:38+0000,AT&T Allows FaceTime for Limited Data Users. What About Unlimited?,"After four months, AT&T is allowing more iPhone customers to use Apple’s video conferencing app, FaceTime, over its cellular network. However, customers with unlimited data plans are still left out."," AT&T said on Wednesday that it would allow more of its iPhone customers to use Apple’s videoconferencing app, FaceTime, over its cellular network. But customers with unlimited data plans are still left out.","After four months, AT&T is allowing more iPhone customers to use Apple’s video conferencing app, FaceTime, over its cellular network. However, customers with unlimited data plans are still left out.",The New York Times,https://bits.blogs.nytimes.com/2013/01/16/facetime-limited-data-att/
2013-01-16T11:00:42+0000,Tip of the Week: Monitor Your Memory,"If your Windows PC or Mac seems to be struggling from lack of memory, you can check to see what programs and services are using your system’s resources.","If your computer seems to be running slowly and acting as if it does not have enough memory installed, you can use software that comes with the operating system to see what is going on under the hood.","If your Windows PC or Mac seems to be struggling from lack of memory, you can check to see what programs and services are using your system’s resources.",The New York Times,https://gadgetwise.blogs.nytimes.com/2013/01/16/tip-of-the-week-monitor-your-memory/
2013-01-15T01:35:39+0000,Worry Over Sales Spurs Talk of Cheaper iPhones,Analysts say Apple must decide whether to keep catering to the high end of the market or offer something cheaper.,"By now, most of the world knows what an iPhone is — and they know it typically doesn’t come cheap.",Analysts say Apple must decide whether to keep catering to the high end of the market or offer something cheaper.,The New York Times,https://www.nytimes.com/2013/01/15/technology/worry-over-sales-spurs-talk-of-cheaper-iphones.html
2013-01-16T19:42:21+0000,Europe Weighs Requiring Firms to Disclose Data Breaches,"To combat a rise in cybercrime, the European Commission is considering a plan to require some of the biggest Web businesses to report the loss or theft of personal data, or risk sanctions and fines.","BERLIN — To combat a rise in cybercrime, the European Commission is considering a plan to require companies that store data on the Internet — like Microsoft, Apple, Google and I.B.M. — to report the loss or theft of personal information in the 27-nation bloc or risk sanctions and fines.","To combat a rise in cybercrime, the European Commission is considering a plan to require some of the biggest Web businesses to report the loss or theft of personal data, or risk sanctions and fines.",The New York Times,https://www.nytimes.com/2013/01/17/technology/17iht-data17.html
2013-01-16T22:43:41+0000,"In Choosing a Tablet, First Try It On for Size","Lighter, thinner devices make up for their smaller screens and limited computing power by being easier to hold for long periods.","In the grand scheme of worries, deciding which size tablet to get — they all sit within a roughly three-inch screen range — does not quite rank. ","Lighter, thinner devices make up for their smaller screens and limited computing power by being easier to hold for long periods.",The New York Times,https://www.nytimes.com/2013/01/17/technology/personaltech/in-choosing-a-tablet-first-try-it-on-for-size.html
2013-01-14T14:18:40+0000,Daily Report: Google Invades the iPhone,"For many people, smartphone shopping comes down to a choice of Apple’s iPhone or one powered by Google’s Android software. But now consumers can get an iPhone and fill it with Google, as Nick Wingfield and Claire Cain Miller report on Monday in Th..."," For many people, smartphone shopping comes down to a choice of Apple’s iPhone or one powered by Google’s Android software. But now consumers can get an iPhone and fill it with Google.","For many people, smartphone shopping comes down to a choice of Apple’s iPhone or one powered by Google’s Android software. But now consumers can get an iPhone and fill it with Google, as Nick Wingfield and Claire Cain Miller report on Monday in The New York Times.",The New York Times,https://bits.blogs.nytimes.com/2013/01/14/daily-report-google-invades-the-iphone/
2013-01-14T12:46:34+0000,Q&A: Finding Help With Apps,"If you need help with your new app, see if the program has a built-in help guide or check the developer’s Web site for technical support.",Q.,"If you need help with your new app, see if the program has a built-in help guide or check the developer’s Web site for technical support.",The New York Times,https://gadgetwise.blogs.nytimes.com/2013/01/14/qa-finding-help-with-apps/
2013-01-14T00:17:56+0000,Google Gains From Creating Apps for the Opposition,"Google has become one of the most prolific developers of apps for the Apple iPhone, helping its rival even as their relationship worsens.","For many people, smartphone shopping comes down to a choice of Apple’s iPhone or one powered by Google’s Android software. ","Google has become one of the most prolific developers of apps for the Apple iPhone, helping its rival even as their relationship worsens.",The New York Times,https://www.nytimes.com/2013/01/14/technology/google-gains-from-creating-apps-for-the-opposition.html
2013-01-24T17:26:23+0000,"For Investors, Apple Not as Shiny",The Times's Nick Wingfield talks about Apple's detrimental legacy of success.,The Times's Nick Wingfield talks about Apple's detrimental legacy of success.,The Times's Nick Wingfield talks about Apple's detrimental legacy of success.,The New York Times,https://www.nytimes.com/video/technology/100000002023623/for-investors-apple-not-as-shiny.html
2013-01-24T17:57:36+0000,"Video: For Investors, Apple Not as Shiny",The Times’s Nick Wingfield talks about Apple’s detrimental legacy of success.,The Times’s Nick Wingfield talks about Apple’s detrimental legacy of success.,The Times’s Nick Wingfield talks about Apple’s detrimental legacy of success.,The New York Times,https://bits.blogs.nytimes.com/2013/01/24/video-for-investors-apple-not-as-shiny/
2013-01-26T20:14:31+0000,"Apple May Be Big, but It Isn’t a Bellwether","In good times and bad, Apple’s stock has often gone its own way. But shares of I.B.M., whose market value isn’t as high, still appear to have more influence on the overall market.",THE rise of Apple shares over the last few years was meteoric. Their fall over last few days has been traumatic. But these gyrations may not matter much to the overall stock market.,"In good times and bad, Apple’s stock has often gone its own way. But shares of I.B.M., whose market value isn’t as high, still appear to have more influence on the overall market.",The New York Times,https://www.nytimes.com/2013/01/27/your-money/apple-stock-isnt-a-bellwether-even-if-its-big.html
2013-01-24T00:46:00+0000,Does Apple Need a Cheaper iPhone?,"In the past month, there have been reports that Apple is working on a smaller, cheaper iPhone. But the latest sales numbers do not make it appear that Apple needs to sell one."," In the past month, there have been reports that Apple is working on a smaller, cheaper iPhone. But the latest sales numbers do not make it appear that Apple needs to sell one.","In the past month, there have been reports that Apple is working on a smaller, cheaper iPhone. But the latest sales numbers do not make it appear that Apple needs to sell one.",The New York Times,https://bits.blogs.nytimes.com/2013/01/23/cheaper-iphone/
2013-01-25T18:34:53+0000,Apple Takes Aim at Providers of Underage Laborers,"Labor recruiters in China last year knowingly provided underage workers to a supplier that built parts for products from Apple and other companies. That finding was included in Apple’s 2013 report on labor conditions at its suppliers, where more t...", Labor recruiters in China last year knowingly provided underage workers to a supplier that built parts for products from Apple and other companies. ,"Labor recruiters in China last year knowingly provided underage workers to a supplier that built parts for products from Apple and other companies. That finding was included in Apple’s 2013 report on labor conditions at its suppliers, where more than 1.5 million workers make or assemble the ingredients that go into its products.",The New York Times,https://bits.blogs.nytimes.com/2013/01/25/apple-targets-providers-of-underage-laborers/
2013-01-23T22:13:32+0000,"Heady Returns, but Apple Finds Its Stock Falling","Investors have come to expect nothing short of perfection from Apple, but with the company’s stock sinking 11 percent, it is clear there are a range of challenges.","Apple on Wednesday reported the kind of quarter most big companies would envy, posting a profit of $13.1 billion and selling 28 percent more iPhones and 48 percent more iPads, its two biggest products.","Investors have come to expect nothing short of perfection from Apple, but with the company’s stock sinking 11 percent, it is clear there are a range of challenges.",The New York Times,https://www.nytimes.com/2013/01/24/technology/apple-earnings.html
2013-01-22T12:36:50+0000,TSMC Anticipates Big Orders. Is Apple One of Them?,"The chief executive of TSMC, one of the biggest semiconductor makers in the world, hinted at big orders to come, fueling the Apple rumor mill that the iPhone maker may soon shift its chip production to the Taiwanese company.","Analysts expect Apple to drop Samsung Electronics as a chip supplier, but when?","The chief executive of TSMC, one of the biggest semiconductor makers in the world, hinted at big orders to come, fueling the Apple rumor mill that the iPhone maker may soon shift its chip production to the Taiwanese company.",The New York Times,https://bits.blogs.nytimes.com/2013/01/22/tsmc-anticipates-big-orders-is-apple-one-of-them/
2013-01-29T14:23:47+0000,Q&A: Reading Google Books on an iPhone,"Even if you have an Apple iPhone, you can still shop for books with it in Google’s online store.",Q.,"Even if you have an Apple iPhone, you can still shop for books with it in Google’s online store.",The New York Times,https://gadgetwise.blogs.nytimes.com/2013/01/29/qa-reading-google-books-on-an-iphone/
2013-01-31T12:25:31+0000,Tip of the Week: Use Word on the Web,"Free programs on the Web can let you edit Microsoft Word files, even if you do not have the program installed on your computer.","Even if you do not have Microsoft Word installed on your computer, you can edit and collaborate on Word documents others have sent or shared with you just by using your Web browser. One way to do this is with Microsoft’s free SkyDrive cloud service — and its included Office Web Apps versions of Word, Excel, PowerPoint and OneNote. To open and edit the document, just log into your SkyDrive account through your Web browser and upload the file; SkyDrive users can also share files through the service.(If you use the SkyDrive desktop program, you can also drag the file into the SkyDrive folder to upload it.","Free programs on the Web can let you edit Microsoft Word files, even if you do not have the program installed on your computer.",The New York Times,https://gadgetwise.blogs.nytimes.com/2013/01/31/tip-of-the-week-use-word-on-the-web/
2013-01-24T16:20:56+0000,Band of Sisters,TimesCast: A female veteran reacts to the Pentagon lifting the combat ban for women. | Apple’s detrimental legacy of success. | Churning out skiers in Vermont. | Music at the Sundance Film Festival.,TimesCast: A female veteran reacts to the Pentagon lifting the combat ban for women. | Apple’s detrimental legacy of success. | Churning out skiers in Vermont. | Music at the Sundance Film Festival.,TimesCast: A female veteran reacts to the Pentagon lifting the combat ban for women. | Apple’s detrimental legacy of success. | Churning out skiers in Vermont. | Music at the Sundance Film Festival.,The New York Times,https://www.nytimes.com/video/us/100000002023433/band-of-sisters.html
2013-02-08T18:49:31+0000,Following a Herd of Bulls on Apple,"Even with reforms meant to reduce conflicts of interest, many analysts failed to foresee a plunge in Apple’s shares.","Last September, Apple shares hit a record $705. And to the overwhelming majority of Wall Street analysts, that meant one thing: buy. ","Even with reforms meant to reduce conflicts of interest, many analysts failed to foresee a plunge in Apple’s shares.",The New York Times,https://www.nytimes.com/2013/02/09/business/following-a-herd-of-bulls-on-apples-stock.html
2013-02-10T16:00:41+0000,Disruptions: Where Apple and Dick Tracy May Converge,"Though such a device has been lost to science fiction comics and spy movies of a pre-smartphone era, the smart watch might soon become a reality, in the form of a curved glass device made by Apple."," Dick Tracy had one. As did Inspector Gadget and James Bond. A watch that doubled as a computer, two-way radio, mapping device or television.","Though such a device has been lost to science fiction comics and spy movies of a pre-smartphone era, the smart watch might soon become a reality, in the form of a curved glass device made by Apple.",The New York Times,https://bits.blogs.nytimes.com/2013/02/10/disruptions-apple-is-said-to-be-developing-a-curved-glass-smart-watch/
2013-02-07T22:39:29+0000,Unwieldy Proposals From Einhorn and Apple,"Amid a spat over preferred stock, both the hedge fund magnate and the iPad maker would benefit from a streamlined approach, the author contends.",Both Apple and David Einhorn could use some of the iPhone maker’s famed simplicity.,"Amid a spat over preferred stock, both the hedge fund magnate and the iPad maker would benefit from a streamlined approach, the author contends.",The New York Times,https://dealbook.nytimes.com/2013/02/07/unwieldy-proposals-from-einhorn-and-apple/
2013-02-05T15:32:22+0000,Apple to Highlight Self-Published Books,The Apple iBookstore will feature a grouping of self-published books titled “Breakout Books.”,Yet another sign that self-publishing is making inroads into the traditional houses: On Tuesday Apple will include a feature that organizes a group of popular self-published e-books together and then gives them prominent display on iBookstore.,The Apple iBookstore will feature a grouping of self-published books titled “Breakout Books.”,The New York Times,https://mediadecoder.blogs.nytimes.com/2013/02/05/apple-to-highlight-self-published-books/
2013-02-07T14:29:35+0000,Einhorn Sues Apple Over Plan to Discard Preferred Stock,"David Einhorn sued Apple to block a plan to eliminate preferred shares, showing deep dissatisfaction with the company’s once-explosive stock.",9:02 p.m. | Updated ,"David Einhorn sued Apple to block a plan to eliminate preferred shares, showing deep dissatisfaction with the company’s once-explosive stock.",The New York Times,https://dealbook.nytimes.com/2013/02/07/einhorn-to-sue-apple-over-plan-to-discard-preferred-stock/
2013-02-07T21:49:13+0000,Apple Responds to Einhorn Proposal: We’ll Think About It,"Apple said in a statement on Thursday afternoon that it would continue to evaluate ways of returning some of its $137 billion cash pile to investors, after David Einhorn called on fellow stockholders to reject the company’s plan to eliminate a kin...","How does Apple Inc. respond to a public campaign by one of its best-known investors, a widely followed hedge fund manager who opposes one of the company’s shareholder proposals?","Apple said in a statement on Thursday afternoon that it would continue to evaluate ways of returning some of its $137 billion cash pile to investors, after David Einhorn called on fellow stockholders to reject the company’s plan to eliminate a kind of preferred stock.",The New York Times,https://dealbook.nytimes.com/2013/02/07/apple-responds-to-einhorn-proposal-well-think-about-it/
2013-02-06T20:43:25+0000,Apple’s iPad Dominated PC Market During Holiday Season,"If you count tablets as computers, iPads far outsold personal computers in the fourth quarter worldwide."," The iPad is defined as a tablet, but you might as well call it a personal computer. Over the holiday season, about one in six people buying computers around the world bought Apple’s tablet, according to research from Canalys.","If you count tablets as computers, iPads far outsold personal computers in the fourth quarter worldwide.",The New York Times,https://bits.blogs.nytimes.com/2013/02/06/apples-ipad-dominated-pc-market-during-holiday-season/
2013-02-08T17:13:13+0000,"Buy, Buy, Buy","Analysts have been overwhelmingly bullish on Apple stock, even at $705 a share. Now that the stock has dropped 36 percent, they still recommend investors buy it, though some are starting to waver.","Analysts have been overwhelmingly bullish on Apple stock, even at $705 a share. Now that the stock has dropped 36 percent, they still recommend investors buy it, though some are starting to waver.","Analysts have been overwhelmingly bullish on Apple stock, even at $705 a share. Now that the stock has dropped 36 percent, they still recommend investors buy it, though some are starting to waver.",The New York Times,https://www.nytimes.com/interactive/2013/02/08/business/Buy-Buy-Buy.html
2013-02-09T00:48:02+0000,Innovation Nation at War,Can one federal judge put a stop to the dumb smartphone patent battles?,CHICAGO,Can one federal judge put a stop to the dumb smartphone patent battles?,The New York Times,https://www.nytimes.com/2013/02/09/opinion/nocera-innovation-nation-at-war.html
2013-02-08T03:31:10+0000,H.P. Directs Its Suppliers in China to Limit Student Labor,"New rules from Hewlett-Packard, one of the world’s largest makers of computers and other tech products, reflect a major shift in how electronics companies view Chinese labor practices.","HONG KONG — Hewlett-Packard, one of the world’s largest makers of computers and other electronics, is imposing new limits on the employment of students and temporary agency workers at factories across China. The move, following recent efforts by Apple to increase scrutiny of student workers, reflects a significant shift in how electronics companies view problematic labor practices in China.","New rules from Hewlett-Packard, one of the world’s largest makers of computers and other tech products, reflect a major shift in how electronics companies view Chinese labor practices.",The New York Times,https://www.nytimes.com/2013/02/08/business/global/hewlett-packard-joins-push-to-limit-use-of-student-labor-in-china.html
2013-02-19T21:35:27+0000,Apple Computers Hit by Sophisticated Cyberattack,"Apple says its systems were attacked by the same group that hit Twitter and Facebook. Like Facebook, Apple confirmed that its employees’ computers were infected with malware when they visited a Web site for mobile developers.","Cyberattacks, apparently, happen in threes.","Apple says its systems were attacked by the same group that hit Twitter and Facebook. Like Facebook, Apple confirmed that its employees’ computers were infected with malware when they visited a Web site for mobile developers.",The New York Times,https://bits.blogs.nytimes.com/2013/02/19/apple-computers-hit-by-sophisticated-cyberattack/
2013-02-11T00:52:26+0000,Samsung Emerges as a Potent Rival to Apple’s Cool,"After sweeping the market with the iPhone and the iPad, Apple has only one real competitor. And Samsung, unlike Apple, does think people know what they want.","Apple, for the first time in years, is hearing footsteps. ","After sweeping the market with the iPhone and the iPad, Apple has only one real competitor. And Samsung, unlike Apple, does think people know what they want.",The New York Times,https://www.nytimes.com/2013/02/11/technology/samsung-challenges-apples-cool-factor.html
2013-02-14T20:49:37+0000,How Lightning Tightens Apple’s Control Over Accessories,"When the iPhone 5 was released in September with the new Lightning connection port, all those docks and accessories that longtime Apple customers had been collecting for years were suddenly obsolete. But it has taken a long time for new accessorie...","When the iPhone 5 was released in September with the new Lightning connection port, all those docks and accessories that longtime Apple customers had been collecting for years were suddenly obsolete. But Lightning-compatible accessories have been trickling in more slowly than the typical flood of Apple accessories that comes after a new iPhone release. Why?","When the iPhone 5 was released in September with the new Lightning connection port, all those docks and accessories that longtime Apple customers had been collecting for years were suddenly obsolete. But it has taken a long time for new accessories compatible with Lightning to hit the market. Here’s why.",The New York Times,https://bits.blogs.nytimes.com/2013/02/14/lightning-apple/
2013-02-19T22:22:51+0000,Court Gives Investor an Edge in a Lawsuit Against Apple,A federal judge says he is leaning toward the hedge fund magnate David Einhorn’s contention in a lawsuit that Apple violated securities regulations by improperly bundling several shareholder proposals into one matter.,7:47 p.m. | Updated ,A federal judge says he is leaning toward the hedge fund magnate David Einhorn’s contention in a lawsuit that Apple violated securities regulations by improperly bundling several shareholder proposals into one matter.,The New York Times,https://dealbook.nytimes.com/2013/02/19/einhorn-has-edge-in-dispute-with-apple/
2013-02-12T21:55:15+0000,Unusual Moves in Confronting Apple’s Huge Pile of Cash,"With $140 billion in cash at stake, Apple and the hedge fund manager David Einhorn have been acting strangely.",The fight over Apple’s $140 billion cash pile is proving the adage that money can make people do strange things.,"With $140 billion in cash at stake, Apple and the hedge fund manager David Einhorn have been acting strangely.",The New York Times,https://dealbook.nytimes.com/2013/02/12/unusual-moves-in-confronting-apples-mountain-of-cash/
2013-02-11T22:00:31+0000,Why Apple Is Working on an iWatch and Not iGlasses,Why would Apple want to build an iWatch and not a competitor to Google Glass? People are already comfortable with something electronic on their wrist.,Why an iWatch and not iGlasses?,Why would Apple want to build an iWatch and not a competitor to Google Glass? People are already comfortable with something electronic on their wrist.,The New York Times,https://bits.blogs.nytimes.com/2013/02/11/why-apple-is-working-on-an-iwatch-and-not-iglasses/
2013-02-12T21:01:14+0000,Apple Chief Hints at Shareholder Rewards to Come,"Investors have been pressing Apple to distribute more of its vast cash hoard to its shareholders. Timothy D. Cook, Apple’s chief executive, said on Tuesday that the company was discussing the problem, suggesting that some kind of payout is likely ...",Investors want more cash from Apple.,"Investors have been pressing Apple to distribute more of its vast cash hoard to its shareholders. Timothy D. Cook, Apple’s chief executive, said on Tuesday that the company was discussing the problem, suggesting that some kind of payout is likely soon.",The New York Times,https://bits.blogs.nytimes.com/2013/02/12/apple-chief-hints-at-shareholder-rewards-to-come/
2013-02-11T16:29:56+0000,Samsung vs. Apple: The Capital Spending Battlefield,"Executives at Samsung Electronics emphasize the company’s market research and design processes. But the other crucial parts to the company’s success are its huge investments in capital spending and marketing, far exceeding any other consumer elect...","In The New York Times on Monday, I examined how Samsung Electronics has emerged to become a true challenger to Apple, the most profitable technology company in the world. ","Executives at Samsung Electronics emphasize the company’s market research and design processes. But the other crucial parts to the company’s success are its huge investments in capital spending and marketing, far exceeding any other consumer electronics company.",The New York Times,https://bits.blogs.nytimes.com/2013/02/11/samsung-capex-advertising/
2013-02-11T12:19:39+0000,Daily Report: Samsung Emerges as a Potent Rival to Apple’s Cool,"Apple, the maker of iPhones, iPads and iPods, has never faced a challenger able to make a truly popular and profitable smartphone or tablet — until Samsung Electronics. Yet these two rivals could not be more different, Brian X. Chen reports in Mon..."," Apple, for the first time in years, is hearing footsteps, reports Brian X. Chen in Monday’s New York Times.","Apple, the maker of iPhones, iPads and iPods, has never faced a challenger able to make a truly popular and profitable smartphone or tablet — until Samsung Electronics. Yet these two rivals could not be more different, Brian X. Chen reports in Monday’s New York Times.",The New York Times,https://bits.blogs.nytimes.com/2013/02/11/daily-report-samsung-emerges-as-a-potent-rival-to-apples-cool/
2013-02-20T11:35:30+0000,Q&A: Locking Caps on an iPhone,Apple’s iPhone keyboard has a Caps Lock function and a few other shortcuts to make typing in a small space easier.,Q.,Apple’s iPhone keyboard has a Caps Lock function and a few other shortcuts to make typing in a small space easier.,The New York Times,https://gadgetwise.blogs.nytimes.com/2013/02/20/qa-locking-caps-on-an-iphone/
2013-02-22T21:00:05+0000,Judge Sides With Einhorn and Halts an Apple Shareholder Vote,"A federal judge on Friday ordered Apple to halt collecting shareholder votes on a contentious proposal to change some of its corporate charter, handing a victory to the hedge fund manager David Einhorn.",9:26 p.m. | Updated ,"A federal judge on Friday ordered Apple to halt collecting shareholder votes on a contentious proposal to change some of its corporate charter, handing a victory to the hedge fund manager David Einhorn.",The New York Times,https://dealbook.nytimes.com/2013/02/22/judge-sides-with-einhorn-and-halts-shareholder-vote-on-apple-initiative/
2013-02-21T21:11:08+0000,"In Apple Fight, Einhorn Unveils ‘iPrefs’","Apple has introduced perhaps more innovative consumer products than any other company has over the past decade, including the iPhone. Now, the hedge fund manager David Einhorn wants the company to roll out what he calls iPrefs.","4:30 p.m. | Updated Apple Inc. has introduced more innovative consumer products than perhaps any other company has in the last decade: the iPod, the iPhone, the iPad.","Apple has introduced perhaps more innovative consumer products than any other company has over the past decade, including the iPhone. Now, the hedge fund manager David Einhorn wants the company to roll out what he calls iPrefs.",The New York Times,https://dealbook.nytimes.com/2013/02/21/in-apple-fight-einhorn-unveils-iprefs/
2013-02-26T15:02:47+0000,Why Einhorn’s Win May Be Apple’s Gain,David Einhorn’s victory against Apple in Federal District Court in Manhattan – over a shareholder proposal – may be more of a win for the technology giant.,"Greenlight Capital and David Einhorn’s victory against Apple in Federal District Court in Manhattan is a small one, serving only to highlight the bizarreness of the entire fight. The odd thing is that the result is actually more of a win for Apple than Mr. Einhorn, and the outcome will probably have a bigger effect on other companies. ",David Einhorn’s victory against Apple in Federal District Court in Manhattan – over a shareholder proposal – may be more of a win for the technology giant.,The New York Times,https://dealbook.nytimes.com/2013/02/26/why-einhorns-win-may-be-apples-gain/
2013-02-21T22:55:21+0000,Apple Filed Patent for Flexible Wrist Display,Apple on Thursday filed a patent for a watchlike device that could wrap around someone’s wrist. The gadget comes with a touch screen and can list recent phone calls and text messages.,Forget sticking a fancy Apple television on your wall. It looks like we may be able to strap a display to our wrists in the not-too-distant future.,Apple on Thursday filed a patent for a watchlike device that could wrap around someone’s wrist. The gadget comes with a touch screen and can list recent phone calls and text messages.,The New York Times,https://bits.blogs.nytimes.com/2013/02/21/apple-files-patent-for-flexible-watch/
