Pub Date,Headline,Snippet,Lead Paragraph,abstract,Source,Web URL
2015-01-12T06:59:36+0000,Q. and A.: Jimmy Lai on the Democracy Movement in Hong Kong,"Jimmy Lai, who has come under attack for his anti-Communist views, speaks about his role in the Occupy Central protests, why he is distancing himself from his media company and the challenges that lie ahead.","Jimmy Lai, profiled in Monday’s New York Times, is the founder and owner and was until recently the chairman of Next Media, which publishes the Apple Daily newspaper and Next Magazine in Hong Kong and Taiwan. He was a central figure in the pro-democracy Occupy Central protests, in which demonstrators closed major streets in three sections of Hong Kong between late September and mid-December. Now, officials in Hong Kong are weighing bringing formal charges against scores of people they have identified as key members of the protests. On Friday, Mr. Lai, 66, was instructed to report to police headquarters on Jan. 21.","Jimmy Lai, who has come under attack for his anti-Communist views, speaks about his role in the Occupy Central protests, why he is distancing himself from his media company and the challenges that lie ahead.",The New York Times,https://sinosphere.blogs.nytimes.com/2015/01/12/q-and-a-jimmy-lai-on-the-democracy-movement-in-hong-kong/
2015-01-30T18:55:14+0000,Apple’s Near-Death Experience Saved It,"James B. Stewart, on CNBC, discusses why Apple became twice as big as Microsoft. One reason: Apple’s willingness to “destroy” its own products in the interest of innovation.","James B. Stewart, on CNBC, discusses why Apple became twice as big as Microsoft. One reason: Apple’s willingness to “destroy” its own products in the interest of innovation.","James B. Stewart, on CNBC, discusses why Apple became twice as big as Microsoft. One reason: Apple’s willingness to “destroy” its own products in the interest of innovation.",CNBC,https://www.nytimes.com/video/business/100000003482723/apples-near-death-experience-saved-it.html
2015-01-27T21:45:29+0000,IPhone Sales in China Bolster Apple Earnings,The introduction of a large-screen iPhone in China helped propel Apple’s profit to $18 billion and its revenue to nearly $75 billion.,SAN FRANCISCO — Apple is famous for setting trends.,The introduction of a large-screen iPhone in China helped propel Apple’s profit to $18 billion and its revenue to nearly $75 billion.,The New York Times,https://www.nytimes.com/2015/01/28/technology/apple-quarterly-earnings.html
2015-01-21T18:37:18+0000,"Apple Acquires Semetric, a Data Analysis Company","Semetric, based in Britain, is one of a growing number of companies that record labels and others consult for data on how music is consumed online.","Apple has acquired Semetric, a company that analyzes data about music online, a move that may hint at Apple’s ambitions as it prepares to revamp iTunes and Beats Music.","Semetric, based in Britain, is one of a growing number of companies that record labels and others consult for data on how music is consumed online.",The New York Times,https://www.nytimes.com/2015/01/22/business/apple-acquires-semetric-a-data-analysis-company.html
2015-01-30T11:17:34+0000,Daily Report: How Apple Surpassed Microsoft,"With the latest earnings reports from Microsoft and Apple, the once-unthinkable became reality: Apple’s market capitalization hit $683 billion, more than double Microsoft’s $338 billion.","When Microsoft stock was at a record high in 1999, and its market capitalization was nearly $620 billion, the notion that Apple Computer would ever be bigger — let alone twice as big — was laughable. Apple was teetering on bankruptcy. And Microsoft’s operating system was so dominant in personal computers, then the center of the technology universe, that the government deemed the company an unlawful monopoly, James B. Stewart writes in his Common Sense column.","With the latest earnings reports from Microsoft and Apple, the once-unthinkable became reality: Apple’s market capitalization hit $683 billion, more than double Microsoft’s $338 billion.",The New York Times,https://bits.blogs.nytimes.com/2015/01/30/daily-report-how-apple-surpassed-microsoft/
2015-01-29T22:40:52+0000,"How, and Why, Apple Overtook Microsoft","With the latest earnings reports from Microsoft and Apple, the once-unthinkable became reality: Apple’s market capitalization hit $683 billion, more than double Microsoft’s $338 billion.","When Microsoft stock was at a record high in 1999, and its market capitalization was nearly $620 billion, the notion that Apple Computer would ever be bigger — let alone twice as big — was laughable. Apple was teetering on bankruptcy. And Microsoft’s operating system was so dominant in personal computers, then the center of the technology universe, that the government deemed the company an unlawful monopoly.","With the latest earnings reports from Microsoft and Apple, the once-unthinkable became reality: Apple’s market capitalization hit $683 billion, more than double Microsoft’s $338 billion.",The New York Times,https://www.nytimes.com/2015/01/30/business/how-and-why-apple-overtook-microsoft.html
2015-01-28T15:23:57+0000,Daily Report: IPhone Sales in China Bolster Apple Earnings,The introduction of a large-screen iPhone in China helped propel Apple’s profit to $18 billion and its revenue to nearly $75 billion., Apple is famous for setting trends.,The introduction of a large-screen iPhone in China helped propel Apple’s profit to $18 billion and its revenue to nearly $75 billion.,The New York Times,https://bits.blogs.nytimes.com/2015/01/28/daily-report-iphone-sales-in-china-bolster-apple-earnings/
2015-01-28T14:00:43+0000,What Happens if Apple Drops Google From Its Browser?,"Yahoo’s chief executive wants to get the company’s search bar into Apple’s Safari browser, as it did with the Firefox browser. What that would mean to Google, Safari’s current search bar, isn’t so clear.","When Google reports its fourth-quarter earnings on Thursday, one subject that is almost guaranteed to come up is the prospect that Apple could replace Google as the default search engine on Safari, the basic browser on all of its devices. The search contract between the companies is believed to be up for  renewal this year. ","Yahoo’s chief executive wants to get the company’s search bar into Apple’s Safari browser, as it did with the Firefox browser. What that would mean to Google, Safari’s current search bar, isn’t so clear.",The New York Times,https://bits.blogs.nytimes.com/2015/01/28/what-happens-if-apple-drops-google-from-its-browser/
2015-01-28T18:35:03+0000,Avoiding Botnets With a Mac,"Windows PCs are often the main targets of malicious software that loops infected computers into remote-controlled networks called botnets, but Macs are not immune.",Avoiding ,"Windows PCs are often the main targets of malicious software that loops infected computers into remote-controlled networks called botnets, but Macs are not immune.",The New York Times,https://www.nytimes.com/2015/01/29/technology/personaltech/avoiding-botnets-with-a-mac.html
2015-01-28T14:08:02+0000,New Rules in China Upset Western Tech Companies,"Stringent regulations, including a requirement to share secret codes, are another form of economic protectionism, Western technology companies say.","HONG KONG — The Chinese government has adopted new regulations requiring companies that sell computer equipment to Chinese banks to turn over secret source code, submit to invasive audits and build so-called back doors into hardware and software, according to a copy of the rules obtained by foreign technology companies that do billions of dollars’ worth of business in China.","Stringent regulations, including a requirement to share secret codes, are another form of economic protectionism, Western technology companies say.",The New York Times,https://www.nytimes.com/2015/01/29/technology/in-china-new-cybersecurity-rules-perturb-western-tech-companies.html
2015-01-27T01:17:52+0000,S.E.C. Has Yet to Set Rule on Tricky Ratio of C.E.O.’s Pay to Workers’,"Chief executives of successful companies may deserve handsome pay packages, but how do you value the contribution of the average worker?","Last week, we learned that Timothy D. Cook, Apple’s chief executive, was paid $9.2 million for 2014. Jamie Dimon of JPMorgan Chase made $20 million. The Starbucks chief Howard Schultz took home $21.5 million. And Viacom said that its chief, Philippe Dauman, received $44.3 million.","Chief executives of successful companies may deserve handsome pay packages, but how do you value the contribution of the average worker?",The New York Times,https://dealbook.nytimes.com/2015/01/26/tricky-ratio-of-chief-executives-pay-to-workers/
2015-02-06T20:51:42+0000,New Data Shows Apple’s Explosive Growth in China,"Both Kantar Worldpanel and Canalys, research firms that track global smartphone sales, said Apple’s mobile operating system gained market share in China at the expense of Google’s Android.","When Apple reported a record-shattering profit of $18 billion last month, the company said its growth came largely from sales in greater China. This week, some research firms gave a clearer picture of just how big Apple has become in China.","Both Kantar Worldpanel and Canalys, research firms that track global smartphone sales, said Apple’s mobile operating system gained market share in China at the expense of Google’s Android.",The New York Times,https://bits.blogs.nytimes.com/2015/02/06/new-data-shows-apples-explosive-growth-in-china/
2015-02-10T22:29:39+0000,Apple Building Solar Farm to Power California Operations,"The company is aggressively adding to its renewable energy sources, a point of pride for its chief executive, Timothy D. Cook.",SAN FRANCISCO — Apple is going big on solar.,"The company is aggressively adding to its renewable energy sources, a point of pride for its chief executive, Timothy D. Cook.",The New York Times,https://bits.blogs.nytimes.com/2015/02/10/apple-to-build-california-solar-farm/
2015-02-02T22:08:21+0000,Apple to Open Giant Data Center in Arizona,"The company plans to invest $2 billion in creating a data center in Mesa, Ariz., after it dropped plans to produce sapphire, a hardened and light material, at the facility.","When you’re as rich as Apple and life gives you lemons, you make data centers.","The company plans to invest $2 billion in creating a data center in Mesa, Ariz., after it dropped plans to produce sapphire, a hardened and light material, at the facility.",The New York Times,https://bits.blogs.nytimes.com/2015/02/02/apple-to-open-giant-data-center-in-arizona/
2015-02-09T20:44:34+0000,"Apple Grabs 93% of the Handset Industry’s Profit, Report Says","Apple’s share of the industry’s profits increased while Samsung, the only other company turning a profit on its phones, saw sales shrink.","Apple’s record-breaking holiday quarter, which brought in $18 billion in earnings, allowed the company to capture 93 percent of the profit in the handset industry, according to a new report from Canaccord Genuity, an investment firm.","Apple’s share of the industry’s profits increased while Samsung, the only other company turning a profit on its phones, saw sales shrink.",The New York Times,https://bits.blogs.nytimes.com/2015/02/09/apple-grabs-93-of-the-handset-industrys-profit-report-says/
2015-02-04T17:59:11+0000,Traveling With an iPhone,"Using your phone as a GPS unit is handy, but can run the battery down. Always pack a mobile phone charger.",Taking iPhone ,"Using your phone as a GPS unit is handy, but can run the battery down. Always pack a mobile phone charger.",The New York Times,https://www.nytimes.com/2015/02/05/technology/personaltech/traveling-with-an-iphone.html
2015-02-03T01:56:34+0000,"Tax Reform Is the Cry, Until Details Are Offered","President Obama’s budget calls for a lower overall tax rate, but also for a one-time 14 percent tax on all cash sitting overseas.","It has been a regular refrain from corporate America’s chief executives, “Corporate tax in this country needs to be reformed,” Jeffrey R. Immelt, the chief executive of General Electric, has said repeatedly. Timothy D. Cook, Apple’s chief executive, told lawmakers, “Apple has recommended to the Obama administration and several members of Congress — and suggests to the subcommittee today — to pass legislation that dramatically simplifies the U.S. corporate tax system.”","President Obama’s budget calls for a lower overall tax rate, but also for a one-time 14 percent tax on all cash sitting overseas.",The New York Times,https://dealbook.nytimes.com/2015/02/02/tax-reform-is-the-cry-until-details-are-offered/
2015-02-09T00:00:00+0000,Matzo Brei with Caramelized Apples,,"This recipe is adapted from the restaurant Jane in downtown New York. There, the chef Glenn Harris offers a matzo brei that is an expanded version of his mother's. Mr. Harris's mother, in Brooklyn, made sweet matzo brei with honey or jelly, or matzo meal pancakes the size of silver dollars sprinkled with sugar. His version is much more elaborate, with cubes of caramelized apples, a vanilla-honey sauce and mascarpone.",,,https://cooking.nytimes.com/recipes/1017222-matzo-brei-with-caramelized-apples
2015-02-05T00:00:00+0000,"Endive, Apple and Kasha Salad",,"Nutty, earthy grains of kasha go beautifully with crunchy, juicy apples and bitter endive, long a favorite salad combo. Cut the apple into small dice – 1/4 to 1/2 inch – to maximize this marriage of grain, fruit, nut and bitter salad green. The acid to oil quotient in the dressing is on the low side; I use lemon juice only and sweeten the mix with a little honey. You could also use agave nectar, and leave out the Gruyère in the salad for a vegan version; though I love the Gruyère here because it, too, has a nutty flavor. This salad holds up well on a buffet.",,,https://cooking.nytimes.com/recipes/1017207-endive-apple-and-kasha-salad
2015-02-09T02:47:01+0000,A Prickly Partnership for Uber and Google,"Google is a major investor in Uber, but as often happens in Silicon Valley, each company is working on products that could directly compete with the other’s.","When Google’s venture capital arm poured more than $250 million into Uber in 2013, it looked like a match made in tech heaven.","Google is a major investor in Uber, but as often happens in Silicon Valley, each company is working on products that could directly compete with the other’s.",The New York Times,https://www.nytimes.com/2015/02/09/technology/a-prickly-partnership-for-uber-and-google.html
2015-02-01T23:00:00+0000,Is it Bigger Than a Breadbox?,Jeffrey Wechsler will meet you at the top of the Empire State Building.,"MONDAY PUZZLE — It’s always nice to see a puzzle that celebrates my hometown, and Jeffrey Wechsler returns to do just that.",Jeffrey Wechsler will meet you at the top of the Empire State Building.,The New York Times,https://wordplay.blogs.nytimes.com/2015/02/01/is-it-bigger-than-a-breadbox/
2015-02-20T02:43:10+0000,Apple Is Forming an Auto Team,"The company has collected about 200 people over the last few years to develop technologies for an electric car, according to two people with knowledge of the company’s plans.","SAN FRANCISCO — While Apple has been preparing to release its first wearable computers, the company has also been busy assembling a team to work on an automobile.","The company has collected about 200 people over the last few years to develop technologies for an electric car, according to two people with knowledge of the company’s plans.",The New York Times,https://www.nytimes.com/2015/02/20/technology/auto-team-is-forming-at-apple.html
2015-02-13T17:40:02+0000,Gene-Altered Apples Get U.S. Approval ,"It will probably be several years before the fruit, which resists browning when sliced or bruised, shows up in grocery stores.",The government on Friday approved the commercial planting of genetically engineered apples that are resistant to turning brown when sliced or bruised.,"It will probably be several years before the fruit, which resists browning when sliced or bruised, shows up in grocery stores.",The New York Times,https://www.nytimes.com/2015/02/14/business/gmo-apples-are-approved-for-growing-in-us.html
2015-02-13T01:13:03+0000,Apple Backslides on Work-Hour Limits,A quarter in which Apple sold an enormous number of iPhones also saw compliance with workweek rules decrease.,Apple sold more iPhones last year than anyone could have imagined. But the company found that a lower percentage of factories assembling its products complied with a policy preventing excessive work hours.,A quarter in which Apple sold an enormous number of iPhones also saw compliance with workweek rules decrease.,The New York Times,https://bits.blogs.nytimes.com/2015/02/12/apple-backslides-on-work-hour-limits/
2015-02-11T22:03:20+0000,"On JetBlue, Passengers Can Use Apple Pay","Starting this month, JetBlue will allow customers to use Apple Pay for in-flight purchases.","If you’re a frequent flier, JetBlue has just given you one more excuse to upgrade to an iPhone 6. This week the airline announced that it would become the first to allow its customers to use Apple Pay to make in-flight purchases.","Starting this month, JetBlue will allow customers to use Apple Pay for in-flight purchases.",The New York Times,https://intransit.blogs.nytimes.com/2015/02/11/on-jetblue-passengers-can-use-apple-pay/
2015-02-12T05:05:35+0000,"Aiming to Ease App Discovery, Apple Pairs With Pinterest","App Pins aims to do for smartphone apps what Pinterest’s service has done for photos, recipes and many other types of websites. In short, the service is a type of digital corkboard that lets visitors save, or “pin,” items they like or places they ...","There are more than 1.4 million mobile applications in Apple’s App Store. This is a good thing for Apple’s customers, because the choices are practically endless. This is also a bad thing for Apple’s customers, because the choices are practically endless.","App Pins aims to do for smartphone apps what Pinterest’s service has done for photos, recipes and many other types of websites. In short, the service is a type of digital corkboard that lets visitors save, or “pin,” items they like or places they want to go.",The New York Times,https://bits.blogs.nytimes.com/2015/02/12/apple-pairs-with-pinterest-for-better-app-discovery/
2015-02-18T22:01:05+0000,"Samsung Buys LoopPay, a Competitor to Apple’s Mobile Wallet","The move comes just a few months after the release of Apple Pay, Apple’s mobile payments product.","Samsung, the South Korean technology giant, announced Wednesday it had acquired LoopPay, a mobile payments company, signaling its interest in controlling smartphone-based purchases. ","The move comes just a few months after the release of Apple Pay, Apple’s mobile payments product.",The New York Times,https://bits.blogs.nytimes.com/2015/02/18/samsung-buys-looppay-a-competitor-to-apples-mobile-wallet/
2015-02-17T19:39:17+0000,Securing a Hotmail Account,How to use two-step verification to guard against unauthorized access to your email.,Securing,How to use two-step verification to guard against unauthorized access to your email.,The New York Times,https://www.nytimes.com/2015/02/19/technology/personaltech/securing-a-hotmail-account.html
2015-02-13T17:43:11+0000,Deleting Files From Microsoft’s OneDrive,"Tips on how to remove a file or folder from Microsoft’s cloud-storage service, and advice on how to confirm that your computer’s firewall is turned on.","Q. I have Windows 8.1 on my desktop computer. I moved a document to the OneDrive, which I did not mean to do, so how do I delete it?","Tips on how to remove a file or folder from Microsoft’s cloud-storage service, and advice on how to confirm that your computer’s firewall is turned on.",The New York Times,https://www.nytimes.com/2015/02/13/technology/personaltech/deleting-files-from-microsofts-onedrive.html
2015-02-11T14:35:37+0000,Importing Images to iPhoto,"Tips on how to transfer photographs into iPhoto on your Mac, and advice for connecting to a virtual private network from a mobile device.",,"Tips on how to transfer photographs into iPhoto on your Mac, and advice for connecting to a virtual private network from a mobile device.",The New York Times,https://www.nytimes.com/2015/02/12/technology/personaltech/importing-images-to-iphoto.html
2015-02-19T22:42:58+0000,Apple sued for poaching staff,The lawsuit Apple faces for poaching battery engineers from A123 Systems is a further sign it may be developing an electric car. Fred Katayama reports.,The lawsuit Apple faces for poaching battery engineers from A123 Systems is a further sign it may be developing an electric car. Fred Katayama reports.,The lawsuit Apple faces for poaching battery engineers from A123 Systems is a further sign it may be developing an electric car. Fred Katayama reports.,Reuters,https://www.nytimes.com/video/multimedia/100000003523495/apple-sued-for-poaching-staff.html
2015-02-28T00:13:22+0000,Apple’s New Job: Selling a Smartwatch to an Uninterested Public,"The Apple Watch is scheduled to debut in April, a bit later than the company had hoped, because of technology challenges.","SAN FRANCISCO — For Apple, the hard part — making a smartwatch — is nearly over.","The Apple Watch is scheduled to debut in April, a bit later than the company had hoped, because of technology challenges.",The New York Times,https://www.nytimes.com/2015/03/02/technology/apples-new-job-selling-a-smartwatch-to-an-uninterested-public.html
2015-02-24T00:46:06+0000,Google Guns for Apple in Mobile Payments Race,The use of so-called proximity payment services is expected to accelerate in the coming year and Google isn’t ready to cede the market to companies like Apple and Samsung.,"Technology companies have spent years trying to persuade people to put away their credit cards and pay with mobile phones instead, but consumers have mostly shrugged. Now, with the release of Apple’s Apple Pay application, the race to replace credit cards with mobile phones has turned into a brawl.",The use of so-called proximity payment services is expected to accelerate in the coming year and Google isn’t ready to cede the market to companies like Apple and Samsung.,The New York Times,https://bits.blogs.nytimes.com/2015/02/23/google-guns-for-apple-in-mobile-payments-race/
2015-02-25T18:12:02+0000,Apple Loses Patent Case to Small Texas Company,"The computer giant was ordered to pay $532.9 million to Smartflash, which is based in a building down the street from where the trial was held. Apple plans to appeal.","A federal jury decided this week that Apple should pay $532.9 million in damages for violating patents held by Smartflash, a business based in Texas.","The computer giant was ordered to pay $532.9 million to Smartflash, which is based in a building down the street from where the trial was held. Apple plans to appeal.",The New York Times,https://bits.blogs.nytimes.com/2015/02/25/apple-loses-patent-case-to-small-texas-company/
2015-02-22T23:35:44+0000,Google and Apple Fight for the Car Dashboard,"In the coming months, dealerships around the country will begin selling vehicles capable of running Android- and Apple-compatible dashboard systems.","MOUNTAIN VIEW, Calif. — When Google hosted a boot camp here this month for its Android operating system, there were some new faces in the room: auto manufacturers.","In the coming months, dealerships around the country will begin selling vehicles capable of running Android- and Apple-compatible dashboard systems.",The New York Times,https://www.nytimes.com/2015/02/23/technology/rivals-google-and-apple-fight-for-the-dashboard.html
